1,999
2,1014
3,1037
4,1052
5,1068
6,1083
7,1099
8,1115
9,1137
10,1147
11,1158
12,1178
13,1194
14,1209
15,1237
16,1252
17,1268
18,1284
19,1299
20,1315
21,1338
22,1353
23,1369
24,1384
25,1400
26,1415
27,1438
28,1453
29,1469
30,1484
31,1500
32,1516
33,1538
34,1554
35,1569
36,1585
37,1601
38,1616
39,1638
40,1654
41,1670
42,1685
43,1701
44,1717
45,1739
46,1754
47,1770
48,1786
49,1801
